The United States of America, Exposure to risk (period 1x5), 	Last modified: 05 Sep 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1955-1959        3           9370254.11      9679222.93     19049477.04
1955-1959        4           9200764.74      9553271.74     18754036.48
1955-1959        5           8989078.66      9307380.67     18296459.33
1955-1959        6           8775688.59      9070944.86     17846633.45
1955-1959        7           8684287.76      9003924.40     17688212.16
1955-1959        8           8560259.79      8871365.30     17431625.09
1955-1959        9           8172728.65      8485252.18     16657980.84
1955-1959       10           7912737.90      8219331.18     16132069.07
1955-1959       11           7605318.68      7893702.19     15499020.87
1955-1959       12           7334922.23      7610813.84     14945736.07
1955-1959       13           6802797.82      7034181.53     13836979.36
1955-1959       14           6718606.03      6931922.47     13650528.51
1955-1959       15           6425153.48      6573249.83     12998403.32
1955-1959       16           6121033.12      6242090.12     12363123.24
1955-1959       17           5838915.31      5928725.96     11767641.27
1955-1959       18           5643052.30      5423800.79     11066853.09
1955-1959       19           5440801.67      5162241.61     10603043.28
1955-1959       20           5392048.92      5003480.59     10395529.51
1955-1959       21           5353709.30      4900785.26     10254494.56
1955-1959       22           5283550.83      4824739.58     10108290.41
1955-1959       23           5359312.11      4989207.47     10348519.58
1955-1959       24           5405057.53      5083220.94     10488278.46
1955-1959       25           5441110.59      5179646.82     10620757.42
1955-1959       26           5685398.37      5480703.42     11166101.80
1955-1959       27           5883081.97      5716111.21     11599193.18
1955-1959       28           5880771.80      5667464.55     11548236.35
1955-1959       29           5937470.76      5660683.48     11598154.24
1955-1959       30           6062187.16      5787671.74     11849858.90
1955-1959       31           6186339.44      5942876.77     12129216.21
1955-1959       32           6171958.85      5884358.87     12056317.73
1955-1959       33           6315616.49      6016141.07     12331757.56
1955-1959       34           6393830.41      6095418.90     12489249.31
1955-1959       35           6313148.91      6007855.43     12321004.35
1955-1959       36           6307368.79      5998944.73     12306313.52
1955-1959       37           6314318.48      6032112.32     12346430.80
1955-1959       38           6069158.32      5786962.06     11856120.38
1955-1959       39           5937028.73      5687934.92     11624963.65
1955-1959       40           5896782.61      5661805.08     11558587.69
1955-1959       41           5824181.96      5630405.28     11454587.24
1955-1959       42           5683440.99      5485092.10     11168533.09
1955-1959       43           5629046.29      5435428.48     11064474.76
1955-1959       44           5580471.70      5406159.18     10986630.87
1955-1959       45           5495391.19      5328102.53     10823493.72
1955-1959       46           5390553.52      5237165.99     10627719.51
1955-1959       47           5290308.28      5148269.79     10438578.08
1955-1959       48           5225309.67      5094528.28     10319837.95
1955-1959       49           5059090.42      4941852.23     10000942.64
1955-1959       50           4869916.46      4755030.41      9624946.88
1955-1959       51           4716958.21      4609951.01      9326909.22
1955-1959       52           4582367.80      4488537.89      9070905.69
1955-1959       53           4429663.71      4344605.90      8774269.62
1955-1959       54           4301404.15      4215299.59      8516703.75
1955-1959       55           4234878.71      4133188.90      8368067.61
1955-1959       56           4135229.47      4015771.05      8151000.53
1955-1959       57           4059622.71      3919344.58      7978967.29
1955-1959       58           4036315.28      3883410.15      7919725.43
1955-1959       59           3897899.25      3718880.83      7616780.08
1955-1959       60           3763711.52      3561388.36      7325099.88
1955-1959       61           3694070.58      3469413.81      7163484.39
1955-1959       62           3632720.88      3387698.53      7020419.42
1955-1959       63           3530953.81      3265742.44      6796696.25
1955-1959       64           3423501.91      3144229.78      6567731.69
1955-1959       65           3335168.60      3042882.24      6378050.84
1955-1959       66           3235920.09      2930504.45      6166424.55
1955-1959       67           3111231.85      2801427.83      5912659.67
1955-1959       68           2981294.90      2672028.35      5653323.24
1955-1959       69           2874223.00      2568911.03      5443134.03
1955-1959       70           2690602.02      2383482.82      5074084.84
1955-1959       71           2505601.64      2196806.05      4702407.69
1955-1959       72           2342227.64      2033458.50      4375686.14
1955-1959       73           2191814.40      1881873.32      4073687.72
1955-1959       74           2001357.75      1699387.87      3700745.62
1955-1959       75           1820334.94      1530680.47      3351015.41
1955-1959       76           1649751.53      1372477.26      3022228.79
1955-1959       77           1503119.82      1241073.34      2744193.16
1955-1959       78           1355201.95      1099851.12      2455053.07
1955-1959       79           1225213.72       975203.50      2200417.22
1955-1959       80           1122619.51       834972.38      1957591.90
1955-1959       81            996615.81       728354.31      1724970.12
1955-1959       82            877136.39       629063.39      1506199.78
1955-1959       83            759169.19       533817.98      1292987.18
1955-1959       84            645519.67       444820.27      1090339.94
1955-1959       85            542514.52       366314.98       908829.50
1955-1959       86            450123.41       297793.54       747916.95
1955-1959       87            366694.19       236548.66       603242.85
1955-1959       88            295108.82       185030.87       480139.70
1955-1959       89            232961.62       142095.22       375056.85
1955-1959       90            178128.07       105805.52       283933.58
1955-1959       91            134505.73        77835.68       212341.41
1955-1959       92            100862.75        56813.56       157676.31
1955-1959       93             74123.08        40654.08       114777.17
1955-1959       94             53781.82        28672.87        82454.69
1955-1959       95             38456.34        19980.28        58436.61
1955-1959       96             26916.11        13627.60        40543.71
1955-1959       97             18351.89         8958.31        27310.20
1955-1959       98             12194.68         5786.40        17981.08
1955-1959       99              7949.35         3735.86        11685.21
1955-1959      100              5076.62         2375.45         7452.07
1955-1959      101              3306.44         1562.02         4868.45
1955-1959      102              2246.26         1108.30         3354.56
1955-1959      103              1567.25          794.50         2361.74
1955-1959      104              1139.90          595.98         1735.88
1955-1959      105               823.35          454.20         1277.55
1955-1959      106               593.42          325.72          919.14
1955-1959      107               441.03          237.39          678.42
1955-1959      108               356.60          184.25          540.85
1955-1959      109               283.89          149.13          433.02
1955-1959      110+              857.11          591.19         1448.30
1960-1964        0           9990071.48     10349668.45     20339739.93
1960-1964        1          10034212.65     10379716.51     20413929.17
1960-1964        2           9969341.28     10314715.14     20284056.43
1960-1964        3          10009076.61     10333138.00     20342214.61
1960-1964        4          10040439.71     10403763.87     20444203.57
1960-1964        5           9988194.21     10342804.69     20330998.90
1960-1964        6           9821328.12     10139784.84     19961112.96
1960-1964        7           9722356.91     10053029.14     19775386.05
1960-1964        8           9334640.05      9673746.34     19008386.39
1960-1964        9           9183590.26      9528378.74     18711969.00
1960-1964       10           9116527.36      9451591.98     18568119.34
1960-1964       11           8872989.77      9184922.44     18057912.21
1960-1964       12           8754501.12      9068243.07     17822744.19
1960-1964       13           8623005.09      8895459.70     17518464.79
1960-1964       14           8476573.77      8742215.70     17218789.46
1960-1964       15           8006306.60      8279659.27     16285965.87
1960-1964       16           7569499.67      7800009.81     15369509.48
1960-1964       17           7352407.68      7498899.87     14851307.54
1960-1964       18           6921220.33      6907891.84     13829112.17
1960-1964       19           6609009.98      6404903.76     13013913.74
1960-1964       20           6537539.71      6275086.49     12812626.20
1960-1964       21           6281271.28      6015360.83     12296632.11
1960-1964       22           5968712.42      5706414.12     11675126.55
1960-1964       23           5767382.04      5478488.17     11245870.21
1960-1964       24           5684066.39      5368049.18     11052115.58
1960-1964       25           5595130.87      5341508.91     10936639.79
1960-1964       26           5508368.97      5297316.64     10805685.62
1960-1964       27           5497856.72      5296915.08     10794771.80
1960-1964       28           5517569.59      5330346.88     10847916.47
1960-1964       29           5554855.46      5374410.81     10929266.26
1960-1964       30           5690760.93      5511406.98     11202167.91
1960-1964       31           5744157.99      5559123.00     11303280.99
1960-1964       32           5860377.63      5654966.87     11515344.50
1960-1964       33           5965879.93      5739743.14     11705623.07
1960-1964       34           6111625.66      5860464.81     11972090.47
1960-1964       35           6202303.98      5931205.50     12133509.48
1960-1964       36           6286217.97      5989566.03     12275784.00
1960-1964       37           6370775.02      6054332.83     12425107.85
1960-1964       38           6396718.97      6068079.48     12464798.45
1960-1964       39           6387409.19      6055618.14     12443027.34
1960-1964       40           6347457.36      6019754.43     12367211.78
1960-1964       41           6269911.95      5953647.65     12223559.59
1960-1964       42           6151492.55      5850524.62     12002017.17
1960-1964       43           6030991.07      5748005.67     11778996.74
1960-1964       44           5920913.00      5658090.92     11579003.92
1960-1964       45           5820639.02      5581532.16     11402171.18
1960-1964       46           5738701.03      5511712.93     11250413.96
1960-1964       47           5649905.96      5435907.50     11085813.46
1960-1964       48           5546467.41      5345147.30     10891614.71
1960-1964       49           5431738.62      5242581.27     10674319.89
1960-1964       50           5311468.94      5128025.19     10439494.14
1960-1964       51           5179872.00      4998324.14     10178196.15
1960-1964       52           5076416.68      4890595.11      9967011.78
1960-1964       53           5006757.18      4811171.03      9817928.21
1960-1964       54           4940952.64      4732804.23      9673756.88
1960-1964       55           4853622.28      4632433.16      9486055.44
1960-1964       56           4746303.66      4515469.93      9261773.58
1960-1964       57           4596470.39      4353709.34      8950179.73
1960-1964       58           4412821.64      4158152.13      8570973.77
1960-1964       59           4211099.85      3939482.03      8150581.88
1960-1964       60           4039774.70      3747462.54      7787237.24
1960-1964       61           3891168.04      3573538.58      7464706.63
1960-1964       62           3781430.30      3433230.65      7214660.94
1960-1964       63           3709761.85      3325644.25      7035406.10
1960-1964       64           3658120.30      3236640.32      6894760.61
1960-1964       65           3602045.99      3147970.62      6750016.62
1960-1964       66           3541146.86      3054738.21      6595885.06
1960-1964       67           3465279.56      2957337.91      6422617.47
1960-1964       68           3367177.45      2850366.77      6217544.22
1960-1964       69           3250591.32      2734544.17      5985135.49
1960-1964       70           3109275.70      2598720.50      5707996.20
1960-1964       71           2948763.20      2448737.85      5397501.06
1960-1964       72           2768832.19      2283818.09      5052650.28
1960-1964       73           2575933.61      2107776.99      4683710.60
1960-1964       74           2378279.83      1927110.22      4305390.04
1960-1964       75           2187601.80      1751339.86      3938941.65
1960-1964       76           2002740.69      1582767.26      3585507.96
1960-1964       77           1825722.46      1422137.33      3247859.79
1960-1964       78           1651946.35      1264693.94      2916640.28
1960-1964       79           1483698.33      1113816.85      2597515.17
1960-1964       80           1355097.53       960119.10      2315216.62
1960-1964       81           1194215.88       826831.27      2021047.15
1960-1964       82           1044802.98       706703.79      1751506.77
1960-1964       83            906624.28       599129.28      1505753.56
1960-1964       84            779065.96       503288.60      1282354.56
1960-1964       85            660926.74       417394.09      1078320.83
1960-1964       86            554302.82       341958.31       896261.12
1960-1964       87            458368.41       276000.86       734369.28
1960-1964       88            371366.05       218115.47       589481.51
1960-1964       89            294764.87       168741.85       463506.71
1960-1964       90            230196.03       128530.81       358726.84
1960-1964       91            176677.71        96703.52       273381.24
1960-1964       92            133124.51        71235.95       204360.46
1960-1964       93             98099.63        50940.03       149039.66
1960-1964       94             70610.17        35539.89       106150.07
1960-1964       95             49177.37        24077.56        73254.93
1960-1964       96             33787.66        15999.92        49787.59
1960-1964       97             22836.48        10537.16        33373.64
1960-1964       98             15167.13         6886.32        22053.45
1960-1964       99             10118.60         4537.77        14656.36
1960-1964      100              6691.44         2992.92         9684.36
1960-1964      101              4378.67         1942.97         6321.65
1960-1964      102              2840.45         1282.39         4122.84
1960-1964      103              1825.89          862.38         2688.26
1960-1964      104              1204.16          598.10         1802.26
1960-1964      105               801.70          403.83         1205.53
1960-1964      106               558.71          283.06          841.76
1960-1964      107               412.61          224.38          636.99
1960-1964      108               297.83          170.83          468.67
1960-1964      109               220.89          129.99          350.88
1960-1964      110+              761.73          487.25         1248.98
1965-1969        0           8655408.71      9005773.99     17661182.70
1965-1969        1           8841889.49      9165783.32     18007672.80
1965-1969        2           8995627.72      9341596.78     18337224.50
1965-1969        3           9359324.31      9703905.42     19063229.73
1965-1969        4           9768428.11     10133477.73     19901905.84
1965-1969        5           9916734.01     10300038.75     20216772.75
1965-1969        6          10053751.89     10386785.08     20440536.97
1965-1969        7          10144636.74     10503566.65     20648203.39
1965-1969        8           9996475.79     10364852.87     20361328.65
1965-1969        9          10010754.82     10394148.82     20404903.63
1965-1969       10          10234003.86     10630890.09     20864893.95
1965-1969       11           9860152.83     10235807.36     20095960.19
1965-1969       12           9730198.74     10105059.24     19835257.98
1965-1969       13           9493633.38      9820162.39     19313795.77
1965-1969       14           9481015.11      9813496.26     19294511.37
1965-1969       15           9186099.68      9533650.85     18719750.53
1965-1969       16           8896596.90      9215274.56     18111871.46
1965-1969       17           8810784.39      9067926.58     17878710.97
1965-1969       18           8889218.90      8929359.29     17818578.19
1965-1969       19           8510538.67      8265404.19     16775942.86
1965-1969       20           8288410.99      7726142.38     16014553.36
1965-1969       21           7783157.33      7192914.96     14976072.29
1965-1969       22           7466909.46      6958410.34     14425319.80
1965-1969       23           6950431.25      6497655.11     13448086.37
1965-1969       24           6948744.06      6586847.06     13535591.12
1965-1969       25           6674949.23      6387088.10     13062037.34
1965-1969       26           6372833.07      6113854.43     12486687.49
1965-1969       27           6129896.99      5866014.76     11995911.75
1965-1969       28           5926245.50      5674068.27     11600313.77
1965-1969       29           5763016.70      5534267.46     11297284.16
1965-1969       30           5902499.08      5686813.44     11589312.52
1965-1969       31           5578880.22      5378227.67     10957107.89
1965-1969       32           5561396.31      5350388.58     10911784.88
1965-1969       33           5534198.37      5322002.99     10856201.36
1965-1969       34           5671313.04      5437353.58     11108666.62
1965-1969       35           5717546.09      5466708.02     11184254.10
1965-1969       36           5831426.79      5550863.64     11382290.42
1965-1969       37           5935355.48      5629897.61     11565253.08
1965-1969       38           6034098.20      5715882.88     11749981.08
1965-1969       39           6135891.41      5811636.29     11947527.70
1965-1969       40           6235912.13      5904439.66     12140351.79
1965-1969       41           6299890.63      5959199.76     12259090.40
1965-1969       42           6350451.52      5996169.84     12346621.35
1965-1969       43           6358697.88      5994202.25     12352900.13
1965-1969       44           6333008.71      5961519.56     12294528.27
1965-1969       45           6270950.57      5902138.21     12173088.78
1965-1969       46           6161271.05      5796335.13     11957606.17
1965-1969       47           6032431.60      5675884.03     11708315.63
1965-1969       48           5909125.21      5565307.84     11474433.05
1965-1969       49           5787926.80      5456091.83     11244018.63
1965-1969       50           5694873.79      5370773.00     11065646.78
1965-1969       51           5591743.76      5272025.47     10863769.24
1965-1969       52           5502550.33      5186568.12     10689118.45
1965-1969       53           5424788.79      5105492.34     10530281.13
1965-1969       54           5350344.55      5021869.31     10372213.86
1965-1969       55           5275608.17      4930289.81     10205897.98
1965-1969       56           5194424.30      4829539.59     10023963.89
1965-1969       57           5094270.62      4705859.45      9800130.07
1965-1969       58           4951262.12      4545946.00      9497208.11
1965-1969       59           4781823.06      4360435.84      9142258.89
1965-1969       60           4606306.19      4171522.91      8777829.09
1965-1969       61           4388695.68      3946700.76      8335396.44
1965-1969       62           4199181.77      3740877.50      7940059.27
1965-1969       63           4052698.87      3562090.10      7614788.97
1965-1969       64           3952211.84      3415809.55      7368021.39
1965-1969       65           3862388.28      3282030.34      7144418.63
1965-1969       66           3785663.95      3153070.32      6938734.27
1965-1969       67           3703099.42      3028336.19      6731435.62
1965-1969       68           3586660.33      2888707.31      6475367.64
1965-1969       69           3470782.60      2754416.10      6225198.70
1965-1969       70           3344327.78      2616208.56      5960536.34
1965-1969       71           3209373.11      2477980.58      5687353.68
1965-1969       72           3066462.21      2340734.72      5407196.92
1965-1969       73           2909328.54      2197026.35      5106354.89
1965-1969       74           2735402.91      2040173.88      4775576.79
1965-1969       75           2547885.02      1877132.22      4425017.24
1965-1969       76           2343366.37      1706960.70      4050327.07
1965-1969       77           2139164.57      1537221.00      3676385.57
1965-1969       78           1934897.53      1369885.15      3304782.68
1965-1969       79           1745578.95      1214161.13      2959740.09
1965-1969       80           1624418.75      1078966.86      2703385.61
1965-1969       81           1441754.11       938867.28      2380621.40
1965-1969       82           1273601.26       811833.87      2085435.13
1965-1969       83           1114761.50       694491.12      1809252.62
1965-1969       84            961112.70       583246.25      1544358.94
1965-1969       85            814869.95       480316.40      1295186.35
1965-1969       86            678092.43       387911.72      1066004.15
1965-1969       87            556890.00       309570.51       866460.51
1965-1969       88            452929.50       245106.39       698035.88
1965-1969       89            364052.78       191613.32       555666.10
1965-1969       90            287035.87       146947.95       433983.83
1965-1969       91            223123.57       110683.14       333806.71
1965-1969       92            170709.02        82033.25       252742.27
1965-1969       93            126754.46        59301.26       186055.72
1965-1969       94             91566.14        41980.37       133546.50
1965-1969       95             64877.83        29394.10        94271.93
1965-1969       96             45110.48        20209.98        65320.45
1965-1969       97             30605.06        13451.54        44056.60
1965-1969       98             20389.45         8726.82        29116.27
1965-1969       99             13458.80         5604.56        19063.36
1965-1969      100              8637.68         3515.83        12153.51
1965-1969      101              5492.55         2235.80         7728.35
1965-1969      102              3527.79         1468.38         4996.17
1965-1969      103              2279.23          993.67         3272.90
1965-1969      104              1494.21          704.36         2198.58
1965-1969      105               968.59          494.48         1463.08
1965-1969      106               631.36          340.21          971.56
1965-1969      107               431.63          232.35          663.98
1965-1969      108               309.71          165.49          475.20
1965-1969      109               229.88          123.44          353.32
1965-1969      110+              755.61          415.44         1171.05
1970-1974        0           8135676.42      8513015.68     16648692.09
1970-1974        1           8226097.59      8567584.29     16793681.87
1970-1974        2           8228628.37      8582790.20     16811418.57
1970-1974        3           8412726.12      8758001.37     17170727.48
1970-1974        4           8564991.06      8901884.72     17466875.78
1970-1974        5           8664490.98      9017898.09     17682389.07
1970-1974        6           8953926.37      9277955.86     18231882.23
1970-1974        7           9311538.38      9679881.90     18991420.28
1970-1974        8           9431907.39      9813141.51     19245048.90
1970-1974        9           9863810.18     10264342.59     20128152.77
1970-1974       10          10357430.69     10796345.85     21153776.54
1970-1974       11          10166474.45     10579973.45     20746447.90
1970-1974       12          10248187.23     10660371.06     20908558.29
1970-1974       13          10293478.35     10679886.35     20973364.70
1970-1974       14          10371513.47     10762020.24     21133533.71
1970-1974       15          10262401.84     10674708.95     20937110.79
1970-1974       16          10063429.13     10437150.64     20500579.77
1970-1974       17           9908511.70     10242998.08     20151509.79
1970-1974       18           9769013.18      9898255.80     19667268.97
1970-1974       19           9737078.44      9696266.91     19433345.35
1970-1974       20           9583696.35      9399052.09     18982748.43
1970-1974       21           9121247.24      8844529.45     17965776.69
1970-1974       22           8929663.85      8656810.36     17586474.21
1970-1974       23           8849646.06      8571210.98     17420857.04
1970-1974       24           8699282.08      8463617.71     17162899.79
1970-1974       25           8244951.38      8083631.29     16328582.68
1970-1974       26           7815800.70      7666316.82     15482117.53
1970-1974       27           7636618.16      7453798.34     15090416.50
1970-1974       28           7096913.24      6905270.24     14002183.48
1970-1974       29           7025054.34      6834757.62     13859811.95
1970-1974       30           7085472.71      6906235.65     13991708.36
1970-1974       31           6505186.57      6318064.61     12823251.18
1970-1974       32           6223830.97      6002822.89     12226653.85
1970-1974       33           5963692.22      5715803.55     11679495.77
1970-1974       34           5977580.18      5707403.79     11684983.96
1970-1974       35           5842364.91      5580172.65     11422537.55
1970-1974       36           5731009.50      5454742.38     11185751.88
1970-1974       37           5695860.37      5406425.37     11102285.74
1970-1974       38           5659804.74      5381343.11     11041147.85
1970-1974       39           5730860.97      5465149.02     11196009.99
1970-1974       40           5836147.77      5578598.96     11414746.73
1970-1974       41           5895443.19      5633448.22     11528891.41
1970-1974       42           5980846.48      5712097.43     11692943.91
1970-1974       43           6038574.77      5752876.02     11791450.80
1970-1974       44           6109129.50      5791872.74     11901002.24
1970-1974       45           6150023.95      5789469.75     11939493.70
1970-1974       46           6175238.88      5792284.81     11967523.69
1970-1974       47           6208121.69      5798593.22     12006714.92
1970-1974       48           6230581.81      5788402.95     12018984.76
1970-1974       49           6286444.00      5833298.28     12119742.27
1970-1974       50           6203194.37      5763285.46     11966479.83
1970-1974       51           6197703.63      5746565.26     11944268.89
1970-1974       52           6070255.86      5617524.44     11687780.29
1970-1974       53           5905560.70      5458097.53     11363658.22
1970-1974       54           5714173.08      5267425.31     10981598.39
1970-1974       55           5542017.00      5092473.23     10634490.23
1970-1974       56           5414564.22      4957259.71     10371823.93
1970-1974       57           5319435.02      4847406.41     10166841.42
1970-1974       58           5228478.77      4725878.93      9954357.70
1970-1974       59           5151827.05      4626195.88      9778022.92
1970-1974       60           4979736.36      4439915.89      9419652.25
1970-1974       61           4928556.62      4367977.85      9296534.46
1970-1974       62           4834076.35      4218802.28      9052878.62
1970-1974       63           4733469.67      4069855.28      8803324.95
1970-1974       64           4624530.12      3896233.63      8520763.74
1970-1974       65           4484874.46      3709234.93      8194109.39
1970-1974       66           4327585.77      3510254.11      7837839.87
1970-1974       67           4139906.57      3314047.40      7453953.97
1970-1974       68           3926595.10      3097556.00      7024151.09
1970-1974       69           3723423.14      2895666.65      6619089.79
1970-1974       70           3502186.38      2661196.25      6163382.63
1970-1974       71           3389187.87      2533819.74      5923007.61
1970-1974       72           3210460.27      2341840.03      5552300.30
1970-1974       73           3066225.08      2198158.71      5264383.79
1970-1974       74           2893684.05      2030041.36      4923725.40
1970-1974       75           2717324.16      1868497.95      4585822.11
1970-1974       76           2571887.18      1735841.85      4307729.03
1970-1974       77           2428847.35      1607346.58      4036193.93
1970-1974       78           2285902.20      1491924.07      3777826.27
1970-1974       79           2084564.96      1330116.64      3414681.60
1970-1974       80           1917507.87      1170739.07      3088246.94
1970-1974       81           1738218.61      1037137.27      2775355.88
1970-1974       82           1549081.65       902536.60      2451618.25
1970-1974       83           1359147.96       773498.78      2132646.74
1970-1974       84           1182695.81       658481.89      1841177.69
1970-1974       85           1013458.00       552103.14      1565561.14
1970-1974       86            853329.84       453359.13      1306688.97
1970-1974       87            710803.58       367678.48      1078482.06
1970-1974       88            585604.22       295045.25       880649.47
1970-1974       89            473677.98       231558.75       705236.73
1970-1974       90            374332.88       177191.21       551524.09
1970-1974       91            289309.36       132399.02       421708.37
1970-1974       92            219911.83        97601.36       317513.19
1970-1974       93            164153.57        70531.18       234684.75
1970-1974       94            120182.03        49789.76       169971.79
1970-1974       95             86139.85        34630.09       120769.94
1970-1974       96             60704.68        23665.90        84370.58
1970-1974       97             41924.46        15904.04        57828.50
1970-1974       98             28124.90        10577.28        38702.18
1970-1974       99             18574.86         6975.75        25550.62
1970-1974      100             12240.39         4590.96        16831.35
1970-1974      101              8024.67         3006.34        11031.02
1970-1974      102              5179.35         1955.06         7134.41
1970-1974      103              3363.08         1292.32         4655.40
1970-1974      104              2164.90          853.59         3018.49
1970-1974      105              1385.34          580.23         1965.56
1970-1974      106               900.63          398.82         1299.45
1970-1974      107               591.94          286.84          878.78
1970-1974      108               396.08          206.67          602.75
1970-1974      109               283.54          141.75          425.29
1970-1974      110+              860.18          414.30         1274.49
1975-1979        0           7977294.68      8364212.78     16341507.47
1975-1979        1           7587240.41      7941599.98     15528840.39
1975-1979        2           7498618.08      7848253.16     15346871.23
1975-1979        3           7669004.53      8007943.87     15676948.40
1975-1979        4           8009310.92      8369332.61     16378643.53
1975-1979        5           8200170.23      8563769.99     16763940.22
1975-1979        6           8417085.15      8767289.38     17184374.54
1975-1979        7           8678964.17      9061925.62     17740889.79
1975-1979        8           8519325.12      8890439.68     17409764.81
1975-1979        9           8799602.21      9154546.66     17954148.87
1975-1979       10           9123168.89      9527369.08     18650537.98
1975-1979       11           9212080.14      9599595.54     18811675.68
1975-1979       12           9468359.41      9868175.05     19336534.46
1975-1979       13           9806594.49     10223881.95     20030476.45
1975-1979       14          10189313.78     10599710.77     20789024.55
1975-1979       15          10381777.93     10828482.75     21210260.69
1975-1979       16          10473627.49     10862551.62     21336179.11
1975-1979       17          10524779.14     10898528.57     21423307.71
1975-1979       18          10489121.82     10736965.17     21226086.98
1975-1979       19          10777125.60     10915963.29     21693088.89
1975-1979       20          10647137.08     10756026.93     21403164.01
1975-1979       21          10280614.25     10353848.96     20634463.21
1975-1979       22          10057582.60     10021635.30     20079217.90
1975-1979       23           9838312.98      9747640.14     19585953.12
1975-1979       24           9785351.66      9699579.25     19484930.90
1975-1979       25           9541524.18      9457437.73     18998961.91
1975-1979       26           9246633.18      9152487.56     18399120.74
1975-1979       27           9203485.75      9065447.95     18268933.70
1975-1979       28           8918851.95      8757860.53     17676712.49
1975-1979       29           8996959.31      8827534.14     17824493.45
1975-1979       30           8698850.53      8571287.85     17270138.38
1975-1979       31           8084172.97      7930318.40     16014491.37
1975-1979       32           7843649.59      7636770.74     15480420.33
1975-1979       33           7273682.54      7019001.58     14292684.12
1975-1979       34           7284922.46      7025840.64     14310763.10
1975-1979       35           6942384.88      6723240.00     13665624.88
1975-1979       36           6594275.41      6345175.36     12939450.77
1975-1979       37           6294676.75      6017148.28     12311825.03
1975-1979       38           5998144.36      5726823.71     11724968.07
1975-1979       39           6026574.92      5755292.35     11781867.27
1975-1979       40           6002560.76      5755038.02     11757598.78
1975-1979       41           5752876.62      5519189.24     11272065.86
1975-1979       42           5711763.63      5478087.23     11189850.86
1975-1979       43           5643554.78      5415753.80     11059308.58
1975-1979       44           5718388.91      5480831.29     11199220.20
1975-1979       45           5754132.99      5469453.78     11223586.78
1975-1979       46           5819985.32      5534404.28     11354389.60
1975-1979       47           5902511.12      5598296.28     11500807.40
1975-1979       48           5927650.78      5554357.74     11482008.53
1975-1979       49           6169424.08      5733864.22     11903288.30
1975-1979       50           6009728.72      5579909.37     11589638.09
1975-1979       51           6205598.98      5723543.83     11929142.81
1975-1979       52           6231218.45      5705878.32     11937096.77
1975-1979       53           6260848.61      5731595.21     11992443.82
1975-1979       54           6209717.33      5675695.24     11885412.58
1975-1979       55           6111986.95      5564663.50     11676650.45
1975-1979       56           6023101.32      5459322.93     11482424.26
1975-1979       57           5873274.59      5300599.55     11173874.14
1975-1979       58           5700285.05      5070236.12     10770521.17
1975-1979       59           5611231.59      4958399.08     10569630.67
1975-1979       60           5166512.80      4547960.90      9714473.70
1975-1979       61           5230840.60      4619103.43      9849944.04
1975-1979       62           5191228.08      4501805.27      9693033.35
1975-1979       63           5123836.82      4399456.52      9523293.34
1975-1979       64           5059046.20      4250396.77      9309442.97
1975-1979       65           4991463.79      4105237.45      9096701.24
1975-1979       66           4900578.25      3934961.58      8835539.82
1975-1979       67           4728182.70      3754906.40      8483089.09
1975-1979       68           4584691.72      3564415.09      8149106.81
1975-1979       69           4352443.80      3345051.53      7697495.33
1975-1979       70           3891446.09      2913646.77      6805092.86
1975-1979       71           3824973.55      2863600.80      6688574.34
1975-1979       72           3550957.37      2582228.32      6133185.68
1975-1979       73           3393985.39      2424621.89      5818607.28
1975-1979       74           3201808.97      2206956.32      5408765.29
1975-1979       75           3017776.45      2011712.76      5029489.21
1975-1979       76           2901755.94      1865572.53      4767328.46
1975-1979       77           2734132.48      1697042.21      4431174.69
1975-1979       78           2636904.87      1621686.55      4258591.41
1975-1979       79           2380281.73      1426778.92      3807060.64
1975-1979       80           2136400.13      1223999.56      3360399.69
1975-1979       81           1973300.64      1099684.74      3072985.37
1975-1979       82           1803925.86       978952.48      2782878.34
1975-1979       83           1626381.13       856455.69      2482836.82
1975-1979       84           1436951.09       733247.62      2170198.71
1975-1979       85           1257342.46       621683.93      1879026.40
1975-1979       86           1088461.29       522401.24      1610862.52
1975-1979       87            921290.69       428875.73      1350166.43
1975-1979       88            765342.58       345577.43      1110920.01
1975-1979       89            627663.07       276084.48       903747.54
1975-1979       90            503127.73       215959.68       719087.41
1975-1979       91            394559.07       164910.08       559469.15
1975-1979       92            305410.93       123685.49       429096.42
1975-1979       93            232463.30        91134.40       323597.70
1975-1979       94            172500.93        65510.89       238011.82
1975-1979       95            124521.23        45715.95       170237.18
1975-1979       96             87168.65        30919.46       118088.11
1975-1979       97             59581.66        20537.79        80119.44
1975-1979       98             40156.19        13408.95        53565.14
1975-1979       99             26602.75         8615.71        35218.46
1975-1979      100             17317.83         5445.61        22763.44
1975-1979      101             11130.18         3466.79        14596.97
1975-1979      102              7166.84         2250.09         9416.92
1975-1979      103              4551.81         1502.66         6054.46
1975-1979      104              2834.29         1023.92         3858.21
1975-1979      105              1777.98          702.76         2480.75
1975-1979      106              1151.54          474.08         1625.62
1975-1979      107               763.21          328.43         1091.64
1975-1979      108               518.59          225.72          744.32
1975-1979      109               348.56          161.25          509.81
1975-1979      110+              886.10          488.94         1375.04
1980-1984        0           8813651.85      9235149.48     18048801.33
1980-1984        1           8442895.06      8850451.96     17293347.02
