Czechia, Exposure to risk (period 1x1), 	Last modified: 25 Jan 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1951          35             45249.85        43336.03        88585.88
  1951          36             61569.90        58573.87       120143.77
  1951          37             72864.88        69619.26       142484.13
  1951          38             74013.47        71160.19       145173.66
  1951          39             74170.67        71818.37       145989.04
  1951          40             75228.58        73106.27       148334.86
  1951          41             76021.58        73719.01       149740.58
  1951          42             75279.20        73099.86       148379.06
  1951          43             73630.90        71644.49       145275.39
  1951          44             73116.45        70847.80       143964.25
  1951          45             70951.43        68278.13       139229.57
  1951          46             69155.79        66326.16       135481.96
  1951          47             69386.64        66613.38       136000.02
  1951          48             69171.93        66292.88       135464.81
  1951          49             68613.21        65233.71       133846.92
  1951          50             67088.27        62684.96       129773.23
  1951          51             65011.65        59411.08       124422.73
  1951          52             62638.51        55436.93       118075.44
  1951          53             60475.81        52189.60       112665.41
  1951          54             58881.47        49580.06       108461.53
  1951          55             57178.22        47013.40       104191.62
  1951          56             54473.45        44510.47        98983.92
  1951          57             51529.75        41752.32        93282.07
  1951          58             48724.63        39033.05        87757.67
  1951          59             46643.67        37517.53        84161.20
  1951          60             44846.33        36099.16        80945.49
  1951          61             43162.32        34157.21        77319.54
  1951          62             42479.30        33072.18        75551.48
  1951          63             41244.23        31951.57        73195.80
  1951          64             39336.57        30478.28        69814.85
  1951          65             37758.53        29128.03        66886.55
  1951          66             36427.89        27929.49        64357.38
  1951          67             34542.44        26406.63        60949.07
  1951          68             32858.71        25091.79        57950.50
  1951          69             30808.24        23278.03        54086.27
  1951          70             28286.35        21303.04        49589.39
  1951          71             27077.93        20365.88        47443.81
  1951          72             25870.48        19217.85        45088.33
  1951          73             23378.23        17317.11        40695.34
  1951          74             20933.36        15474.60        36407.96
  1951          75             19496.33        14219.90        33716.22
  1951          76             17935.31        13077.17        31012.48
  1951          77             16235.54        11825.86        28061.40
  1951          78             14166.19        10165.14        24331.33
  1951          79             11965.49         8804.04        20769.52
  1951          80             10452.80         7696.61        18149.41
  1951          81              8963.07         6468.20        15431.27
  1951          82              7545.84         5302.97        12848.81
  1951          83              6219.48         4295.71        10515.19
  1951          84              5028.72         3360.45         8389.17
  1951          85              4028.20         2590.85         6619.04
  1951          86              3133.77         1952.15         5085.92
  1951          87              2481.23         1474.02         3955.26
  1951          88              1851.04         1086.14         2937.18
  1951          89              1291.20          785.08         2076.28
  1951          90               963.28          532.61         1495.89
  1951          91               721.19          379.48         1100.67
  1951          92               485.28          249.33          734.61
  1951          93               311.80          162.16          473.96
  1951          94               198.66           97.08          295.73
  1951          95               113.09           49.72          162.80
  1951          96                65.66           30.63           96.29
  1951          97                41.32           19.67           60.99
  1951          98                23.99            7.73           31.72
  1951          99                 9.00            4.67           13.67
  1951         100                 6.20            2.16            8.35
  1951         101                 4.11            0.83            4.94
  1951         102                 0.74            0.00            0.74
  1951         103                 0.00            0.00            0.00
  1951         104                 0.00            0.00            0.00
  1951         105                 0.00            0.00            0.00
  1951         106                 0.00            0.00            0.00
  1951         107                 0.00            0.00            0.00
  1951         108                 0.00            0.00            0.00
  1951         109                 0.00            0.00            0.00
  1951         110+                0.00            0.00            0.00
  1952           0             85976.51        90928.29       176904.80
  1952           1             85742.52        90284.29       176026.81
  1952           2             84279.86        88408.56       172688.43
  1952           3             84419.06        88214.21       172633.28
  1952           4             90017.40        93924.31       183941.71
  1952           5             90606.58        94090.54       184697.12
  1952           6             81762.67        84351.58       166114.25
  1952           7             76689.89        78913.47       155603.37
  1952           8             76016.75        78530.15       154546.91
  1952           9             71683.23        74305.73       145988.96
  1952          10             66005.31        68463.29       134468.60
  1952          11             63377.93        65704.47       129082.40
  1952          12             60155.93        61878.50       122034.43
  1952          13             56243.44        57449.10       113692.54
  1952          14             53304.17        54425.82       107729.99
  1952          15             53266.89        54341.78       107608.67
  1952          16             53566.47        54398.06       107964.53
  1952          17             55933.41        56755.15       112688.56
  1952          18             58419.73        59971.08       118390.81
  1952          19             61179.88        62917.74       124097.62
  1952          20             64142.03        65521.53       129663.55
  1952          21             67540.90        68926.52       136467.41
  1952          22             67658.06        68739.46       136397.52
  1952          23             67978.00        68687.25       136665.25
  1952          24             67734.72        68926.14       136660.86
  1952          25             70063.28        72289.11       142352.39
  1952          26             71900.65        72097.64       143998.28
  1952          27             73159.42        70019.08       143178.50
  1952          28             76065.64        72335.92       148401.56
  1952          29             76353.33        73033.99       149387.33
  1952          30             77798.40        74419.52       152217.91
  1952          31             72386.84        69401.83       141788.67
  1952          32             68144.12        65099.34       133243.46
  1952          33             41775.03        39768.17        81543.21
  1952          34             34379.64        32981.37        67361.01
  1952          35             36466.86        35170.35        71637.21
  1952          36             45129.19        43129.52        88258.71
  1952          37             61401.67        58299.75       119701.42
  1952          38             72661.57        69303.58       141965.16
  1952          39             73800.37        70827.57       144627.94
  1952          40             73959.77        71475.40       145435.17
  1952          41             75010.87        72737.81       147748.68
  1952          42             75776.76        73333.13       149109.89
  1952          43             75020.22        72711.48       147731.69
  1952          44             73389.96        71223.42       144613.38
  1952          45             72846.40        70369.92       143216.32
  1952          46             70659.73        67809.82       138469.55
  1952          47             68843.16        65827.06       134670.22
  1952          48             69071.05        66053.22       135124.27
  1952          49             68830.35        65649.14       134479.49
  1952          50             68219.80        64539.81       132759.62
  1952          51             66676.86        61988.16       128665.02
  1952          52             64595.81        58671.77       123267.59
  1952          53             62167.98        54677.12       116845.11
  1952          54             60008.54        51397.44       111405.98
  1952          55             58400.35        48751.87       107152.22
  1952          56             56651.62        46171.01       102822.63
  1952          57             53934.71        43659.88        97594.59
  1952          58             51002.64        40896.26        91898.91
  1952          59             48143.55        38165.52        86309.07
  1952          60             46025.57        36595.84        82621.40
  1952          61             44216.40        35158.78        79375.18
  1952          62             42459.64        33188.30        75647.94
  1952          63             41667.06        32056.97        73724.04
  1952          64             40369.80        30876.07        71245.87
  1952          65             38416.62        29321.24        67737.85
  1952          66             36758.46        27969.56        64728.02
  1952          67             35392.26        26759.37        62151.62
  1952          68             33481.74        25202.95        58684.69
  1952          69             31768.14        23857.33        55625.47
  1952          70             29616.15        22012.16        51628.32
  1952          71             27076.39        20040.31        47116.70
  1952          72             25736.44        19047.37        44783.81
  1952          73             24448.76        17897.52        42346.28
  1952          74             22004.80        15985.20        37990.00
  1952          75             19522.11        14205.56        33727.67
  1952          76             17951.17        12933.27        30884.45
  1952          77             16339.73        11778.17        28117.89
  1952          78             14693.44        10525.91        25219.35
  1952          79             12697.63         8971.39        21669.02
  1952          80             10610.78         7644.84        18255.62
  1952          81              9176.27         6670.51        15846.78
  1952          82              7762.86         5486.44        13249.30
  1952          83              6468.14         4429.72        10897.85
  1952          84              5211.61         3515.47         8727.08
  1952          85              4154.87         2706.05         6860.92
  1952          86              3283.67         2038.96         5322.63
  1952          87              2486.42         1506.77         3993.19
  1952          88              1915.04         1096.82         3011.86
  1952          89              1385.03          787.27         2172.30
  1952          90               969.19          554.06         1523.26
  1952          91               711.11          378.27         1089.37
  1952          92               511.68          253.81          765.48
  1952          93               323.44          168.16          491.60
  1952          94               204.97          106.16          311.12
  1952          95               127.15           60.24          187.39
  1952          96                68.09           30.22           98.30
  1952          97                38.66           17.63           56.29
  1952          98                26.99            8.67           35.66
  1952          99                14.66            3.90           18.56
  1952         100                 6.16            2.33            8.50
  1952         101                 4.47            0.66            5.13
  1952         102                 2.55            0.00            2.55
  1952         103                 0.43            0.00            0.43
  1952         104                 0.00            0.00            0.00
  1952         105                 0.00            0.00            0.00
  1952         106                 0.00            0.00            0.00
  1952         107                 0.00            0.00            0.00
  1952         108                 0.00            0.00            0.00
  1952         109                 0.00            0.00            0.00
  1952         110+                0.00            0.00            0.00
  1953           0             83164.42        87999.43       171163.85
  1953           1             84766.36        89323.31       174089.67
  1953           2             85576.42        90055.88       175632.30
  1953           3             84176.20        88278.87       172455.06
  1953           4             84335.36        88114.43       172449.79
  1953           5             89993.28        93884.93       183878.21
  1953           6             90633.74        94084.83       184718.57
  1953           7             81791.67        84360.93       166152.60
  1953           8             76718.76        78928.69       155647.45
  1953           9             76059.75        78562.18       154621.93
  1953          10             71739.25        74341.40       146080.65
  1953          11             66095.42        68540.51       134635.92
  1953          12             63486.48        65819.67       129306.15
  1953          13             60261.69        61993.33       122255.02
  1953          14             56346.84        57546.98       113893.82
  1953          15             53414.89        54542.13       107957.02
  1953          16             53383.04        54484.99       107868.03
  1953          17             53683.57        54529.99       108213.56
  1953          18             56021.45        56814.20       112835.65
  1953          19             58461.90        59961.55       118423.45
  1953          20             61191.80        62840.94       124032.74
  1953          21             64141.93        65386.32       129528.25
  1953          22             67501.18        68737.45       136238.63
  1953          23             67574.27        68483.10       136057.37
  1953          24             67870.84        68371.83       136242.67
  1953          25             67640.38        68447.53       136087.91
  1953          26             69957.49        71581.15       141538.63
  1953          27             71760.72        71530.03       143290.75
  1953          28             72995.19        69726.57       142721.76
  1953          29             75890.52        72050.94       147941.45
  1953          30             76182.41        72724.05       148906.46
  1953          31             77618.39        74123.50       151741.89
  1953          32             72216.69        69100.42       141317.11
  1953          33             67988.29        64802.41       132790.70
  1953          34             41675.96        39571.51        81247.46
  1953          35             34293.79        32829.81        67123.60
  1953          36             36370.85        35015.89        71386.75
  1953          37             45011.87        42927.69        87939.56
  1953          38             61236.61        58033.82       119270.42
  1953          39             72458.27        68982.09       141440.36
  1953          40             73577.28        70482.30       144059.58
  1953          41             73737.87        71114.11       144851.98
  1953          42             74789.32        72368.03       147157.35
  1953          43             75520.11        72943.11       148463.22
  1953          44             74774.57        72304.62       147079.19
  1953          45             73123.37        70753.37       143876.74
  1953          46             72558.85        69911.91       142470.76
  1953          47             70349.52        67320.70       137670.22
  1953          48             68517.86        65317.15       133835.02
  1953          49             68718.97        65450.61       134169.58
  1953          50             68469.75        64987.95       133457.70
  1953          51             67841.56        63817.80       131659.36
  1953          52             66254.44        61209.92       127464.36
  1953          53             64144.81        57854.03       121998.83
  1953          54             61667.12        53882.20       115549.32
  1953          55             59505.76        50591.36       110097.12
  1953          56             57884.72        47925.41       105810.13
  1953          57             56110.19        45281.36       101391.54
  1953          58             53383.79        42755.69        96139.48
  1953          59             50392.86        39981.11        90373.97
  1953          60             47510.48        37211.73        84722.21
  1953          61             45388.46        35638.06        81026.51
  1953          62             43519.46        34189.16        77708.62
  1953          63             41700.29        32154.80        73855.08
  1953          64             40806.00        30965.35        71771.34
  1953          65             39441.53        29728.66        69170.19
  1953          66             37424.67        28130.45        65555.12
  1953          67             35711.21        26770.03        62481.24
  1953          68             34287.77        25498.01        59785.78
  1953          69             32317.53        23913.20        56230.74
  1953          70             30532.24        22512.63        53044.87
  1953          71             28337.74        20665.73        49003.47
  1953          72             25774.10        18740.36        44514.46
  1953          73             24338.11        17708.63        42046.74
  1953          74             23006.53        16471.47        39478.00
  1953          75             20502.70        14596.56        35099.26
  1953          76             18060.37        12882.95        30943.32
  1953          77             16389.85        11602.92        27992.77
  1953          78             14757.15        10429.61        25186.75
  1953          79             13113.50         9219.23        22332.74
  1953          80             11214.47         7775.72        18990.18
  1953          81              9270.08         6544.99        15815.07
  1953          82              7877.39         5626.17        13503.56
  1953          83              6551.16         4524.27        11075.42
  1953          84              5377.43         3577.88         8955.31
  1953          85              4254.58         2785.97         7040.55
  1953          86              3344.84         2086.38         5431.22
  1953          87              2565.15         1543.45         4108.60
  1953          88              1903.40         1122.10         3025.50
  1953          89              1433.36          786.81         2220.17
  1953          90              1017.02          547.77         1564.79
  1953          91               695.35          373.06         1068.41
  1953          92               493.76          241.93          735.70
  1953          93               339.50          159.64          499.14
  1953          94               198.77          103.82          302.59
  1953          95               124.79           59.32          184.12
  1953          96                70.99           31.74          102.72
  1953          97                39.42           16.72           56.14
  1953          98                24.33            8.13           32.46
  1953          99                16.32            3.67           19.99
  1953         100                 9.49            1.23           10.72
  1953         101                 4.13            1.00            5.13
  1953         102                 2.46            0.33            2.78
  1953         103                 1.10            0.00            1.10
  1953         104                 0.05            0.00            0.05
  1953         105                 0.00            0.00            0.00
  1953         106                 0.00            0.00            0.00
  1953         107                 0.00            0.00            0.00
  1953         108                 0.00            0.00            0.00
  1953         109                 0.00            0.00            0.00
  1953         110+                0.00            0.00            0.00
  1954           0             81010.99        85534.66       166545.65
  1954           1             82265.98        86807.28       169073.25
  1954           2             84614.91        89072.92       173687.82
  1954           3             85520.97        89942.67       175463.64
  1954           4             84143.93        88198.70       172342.63
  1954           5             84279.47        88054.93       172334.40
  1954           6             89985.33        93860.68       183846.01
  1954           7             90673.52        94108.75       184782.28
  1954           8             81831.42        84386.53       166217.95
  1954           9             76756.25        78955.19       155711.43
  1954          10             76103.92        78592.04       154695.96
  1954          11             71794.94        74379.56       146174.50
  1954          12             66182.86        68616.56       134799.42
  1954          13             63601.37        65939.87       129541.24
  1954          14             60362.79        62106.16       122468.95
  1954          15             56450.24        57642.86       114093.10
  1954          16             53522.46        54651.33       108173.79
  1954          17             53502.40        54616.40       108118.81
  1954          18             53804.67        54641.65       108446.31
  1954          19             56111.41        56864.98       112976.38
  1954          20             58506.52        59948.62       118455.14
  1954          21             61208.89        62748.76       123957.65
  1954          22             64135.23        65242.80       129378.03
  1954          23             67462.54        68544.85       136007.39
  1954          24             67493.11        68228.27       135721.38
  1954          25             67771.66        68054.94       135826.60
  1954          26             67549.76        67976.10       135525.86
  1954          27             69863.67        70883.16       140746.83
  1954          28             71625.56        70978.63       142604.19
  1954          29             72842.33        69434.26       142276.59
  1954          30             75719.89        71771.71       147491.60
  1954          31             76009.95        72443.49       148453.44
  1954          32             77440.10        73812.85       151252.95
  1954          33             72063.20        68802.01       140865.21
  1954          34             67830.91        64494.04       132324.94
  1954          35             41576.97        39378.19        80955.17
  1954          36             34211.43        32680.59        66892.02
  1954          37             36288.35        34866.28        71154.64
  1954          38             44900.20        42734.52        87634.72
  1954          39             61066.21        57763.72       118829.92
  1954          40             72244.30        68651.60       140895.90
  1954          41             73355.69        70132.04       143487.73
  1954          42             73520.63        70753.33       144273.95
  1954          43             74551.94        71982.42       146534.35
  1954          44             75267.79        72528.09       147795.88
  1954          45             74497.93        71853.76       146351.69
  1954          46             72843.44        70293.99       143137.43
  1954          47             72255.29        69415.07       141670.36
  1954          48             70015.31        66806.91       136822.22
  1954          49             68166.06        64752.42       132918.49
  1954          50             68361.54        64807.00       133168.54
  1954          51             68107.49        64269.92       132377.41
  1954          52             67440.99        63048.79       130489.77
  1954          53             65816.35        60369.84       126186.19
  1954          54             63639.46        57020.44       120659.90
  1954          55             61167.76        53024.46       114192.21
  1954          56             58969.99        49723.09       108693.08
  1954          57             57337.58        46986.12       104323.71
  1954          58             55546.75        44297.70        99844.45
  1954          59             52770.86        41773.00        94543.86
  1954          60             49756.24        38944.46        88700.70
  1954          61             46846.90        36176.60        83023.50
  1954          62             44671.34        34630.11        79301.45
  1954          63             42779.51        33114.70        75894.20
  1954          64             40901.42        31031.46        71932.88
  1954          65             39885.92        29795.22        69681.14
  1954          66             38460.42        28493.91        66954.33
  1954          67             36361.69        26866.33        63228.03
  1954          68             34579.29        25457.15        60036.44
  1954          69             33022.94        24108.49        57131.43
  1954          70             31012.81        22511.12        53523.92
  1954          71             29178.65        21109.11        50287.76
  1954          72             26959.14        19279.63        46238.77
  1954          73             24348.95        17355.74        41704.69
  1954          74             22848.93        16298.90        39147.83
  1954          75             21374.78        15014.08        36388.86
  1954          76             18941.09        13185.41        32126.50
  1954          77             16536.09        11553.52        28089.61
  1954          78             14778.34        10257.41        25035.75
  1954          79             13098.38         9092.55        22190.93
  1954          80             11788.06         8055.85        19843.91
  1954          81              9746.90         6569.54        16316.44
  1954          82              7945.19         5493.48        13438.67
  1954          83              6624.51         4626.33        11250.83
  1954          84              5412.94         3651.26         9064.20
  1954          85              4350.39         2805.38         7155.77
  1954          86              3400.88         2147.46         5548.34
  1954          87              2609.98         1583.87         4193.85
  1954          88              1950.45         1154.28         3104.74
  1954          89              1402.71          812.76         2215.47
  1954          90              1030.68          559.64         1590.32
  1954          91               718.67          369.94         1088.61
  1954          92               473.01          242.73          715.74
  1954          93               331.75          158.26          490.02
  1954          94               214.67          100.31          314.98
  1954          95               127.93           63.99          191.92
  1954          96                73.96           29.66          103.62
  1954          97                44.32           18.74           63.06
  1954          98                21.26            9.55           30.80
  1954          99                13.99            3.97           17.96
  1954         100                 9.49            1.33           10.82
  1954         101                 5.09            0.77            5.86
  1954         102                 1.79            0.31            2.10
  1954         103                 0.75            0.00            0.75
  1954         104                 0.09            0.00            0.09
  1954         105                 0.00            0.00            0.00
  1954         106                 0.00            0.00            0.00
  1954         107                 0.00            0.00            0.00
  1954         108                 0.00            0.00            0.00
  1954         109                 0.00            0.00            0.00
  1954         110+                0.00            0.00            0.00
  1955           0             79982.29        84458.30       164440.59
  1955           1             80354.99        84627.86       164982.85
  1955           2             82171.53        86592.48       168764.02
  1955           3             84551.24        88926.87       173478.12
  1955           4             85518.44        89872.42       175390.86
  1955           5             84127.30        88160.71       172288.01
  1955           6             84238.73        88004.71       172243.44
  1955           7             89982.38        93846.37       183828.75
  1955           8             90721.66        94129.90       184851.56
  1955           9             81878.59        84419.50       166298.09
  1955          10             76794.97        78975.83       155770.80
  1955          11             76145.91        78621.57       154767.49
  1955          12             71849.30        74424.06       146273.36
  1955          13             66274.14        68702.45       134976.59
  1955          14             63714.76        66058.24       129772.99
  1955          15             60466.37        62214.48       122680.86
  1955          16             56557.98        57738.58       114296.56
  1955          17             53635.29        54753.30       108388.59
  1955          18             53625.57        54738.68       108364.25
  1955          19             53927.63        54751.79       108679.43
  1955          20             56207.90        56928.01       113135.91
  1955          21             58557.81        59933.89       118491.70
  1955          22             61228.81        62662.44       123891.25
  1955          23             64139.50        65116.85       129256.36
  1955          24             67433.24        68365.54       135798.78
  1955          25             67417.57        67993.08       135410.66
  1955          26             67674.27        67750.54       135424.81
  1955          27             67458.77        67522.94       134981.71
  1955          28             69766.92        70195.91       139962.83
  1955          29             71502.74        70414.78       141917.52
  1955          30             72688.84        69141.71       141830.55
  1955          31             75554.77        71511.93       147066.70
  1955          32             75828.07        72145.65       147973.72
  1955          33             77281.08        73495.81       150776.89
  1955          34             71901.34        68494.61       140395.95
  1955          35             67672.13        64188.90       131861.03
  1955          36             41477.66        39192.36        80670.02
  1955          37             34125.90        32537.71        66663.61
  1955          38             36201.17        34726.16        70927.33
  1955          39             44779.54        42545.52        87325.06
  1955          40             60893.48        57479.94       118373.42
  1955          41             72057.17        68309.61       140366.77
  1955          42             73139.75        69777.60       142917.35
  1955          43             73296.05        70368.70       143664.75
  1955          44             74304.71        71570.80       145875.51
  1955          45             74992.81        72095.40       147088.20
  1955          46             74235.11        71390.23       145625.33
  1955          47             72553.17        69805.59       142358.76
  1955          48             71935.40        68880.87       140816.27
  1955          49             69685.26        66233.12       135918.38
  1955          50             67811.92        64112.01       131923.93
  1955          51             67957.93        64107.20       132065.13
  1955          52             67717.73        63532.54       131250.27
  1955          53             67026.07        62260.25       129286.32
  1955          54             65336.43        59498.57       124835.00
  1955          55             63148.78        56121.99       119270.77
  1955          56             60631.72        52094.84       112726.56
  1955          57             58412.87        48770.81       107183.68
  1955          58             56770.77        45998.46       102769.24
  1955          59             54942.64        43285.51        98228.15
  1955          60             52120.75        40727.62        92848.37
  1955          61             49076.94        37856.11        86933.05
  1955          62             46138.64        35129.44        81268.08
  1955          63             43927.05        33559.96        77487.01
  1955          64             42030.88        32004.53        74035.41
  1955          65             40062.04        29854.09        69916.14
  1955          66             38951.00        28585.89        67536.89
  1955          67             37400.28        27257.29        64657.57
  1955          68             35226.39        25598.01        60824.39
  1955          69             33369.85        24110.25        57480.09
