Germany, Exposure to risk (period 1x1), 	Last modified: 03 Jun 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1991           4            433114.17       456463.50       889577.67
  1991           5            419226.69       440564.47       859791.16
  1991           6            413328.77       434914.29       848243.07
  1991           7            411242.65       432994.65       844237.30
  1991           8            422167.68       444479.35       866647.03
  1991           9            425845.72       447344.38       873190.11
  1991          10            428741.34       449132.22       877873.56
  1991          11            417098.30       437579.40       854677.70
  1991          12            400217.26       421402.83       821620.09
  1991          13            399640.23       421732.92       821373.15
  1991          14            393334.33       414523.33       807857.66
  1991          15            385483.28       406724.71       792207.99
  1991          16            386046.18       407678.97       793725.15
  1991          17            395197.77       415558.02       810755.79
  1991          18            420367.18       440805.78       861172.96
  1991          19            485544.12       508061.29       993605.42
  1991          20            528506.21       551386.14      1079892.35
  1991          21            563119.72       587824.89      1150944.61
  1991          22            611969.13       642183.05      1254152.18
  1991          23            642370.38       676580.41      1318950.79
  1991          24            662686.69       700731.48      1363418.17
  1991          25            675417.72       719791.84      1395209.56
  1991          26            684720.97       733420.77      1418141.74
  1991          27            692358.88       741768.18      1434127.06
  1991          28            682508.05       729543.37      1412051.42
  1991          29            667524.85       709131.54      1376656.39
  1991          30            654928.61       693486.35      1348414.96
  1991          31            636762.26       675379.76      1312142.02
  1991          32            614919.39       653460.74      1268380.13
  1991          33            591834.12       629205.87      1221039.99
  1991          34            582174.12       617510.05      1199684.17
  1991          35            570316.56       601994.95      1172311.52
  1991          36            562449.53       588053.72      1150503.25
  1991          37            555669.05       574342.85      1130011.90
  1991          38            553605.92       569387.72      1122993.64
  1991          39            552278.70       568006.36      1120285.07
  1991          40            549459.02       566055.31      1115514.34
  1991          41            546843.05       566868.34      1113711.39
  1991          42            520198.80       543405.71      1063604.51
  1991          43            477581.98       499656.32       977238.30
  1991          44            462535.88       483325.39       945861.27
  1991          45            382738.04       397442.07       780180.11
  1991          46            439660.67       454254.50       893915.17
  1991          47            507677.33       527219.33      1034896.67
  1991          48            505858.17       527734.17      1033592.33
  1991          49            553696.00       575494.83      1129190.83
  1991          50            627931.83       649245.67      1277177.50
  1991          51            643564.33       662682.83      1306247.17
  1991          52            620579.83       636585.17      1257165.00
  1991          53            583501.17       596281.83      1179783.00
  1991          54            562686.67       570884.17      1133570.83
  1991          55            553078.17       556913.67      1109991.83
  1991          56            530506.33       531868.33      1062374.67
  1991          57            467800.33       466073.33       933873.67
  1991          58            422946.83       416194.17       839141.00
  1991          59            431728.83       418827.83       850556.67
  1991          60            453583.17       433018.50       886601.67
  1991          61            464644.00       436026.67       900670.67
  1991          62            462201.50       425901.83       888103.33
  1991          63            456072.67       398592.67       854665.33
  1991          64            455313.50       359653.83       814967.33
  1991          65            468358.50       335304.00       803662.50
  1991          66            466332.17       303380.50       769712.67
  1991          67            456477.17       276051.00       732528.17
  1991          68            463591.67       276575.33       740167.00
  1991          69            484240.67       283203.17       767443.83
  1991          70            492366.50       276739.83       769106.33
  1991          71            424666.33       233193.67       657860.00
  1991          72            297170.50       161200.50       458371.00
  1991          73            226271.17       120831.33       347102.50
  1991          74            229001.50       119703.83       348705.33
  1991          75            273821.50       137585.17       411406.67
  1991          76            346632.33       168246.83       514879.17
  1991          77            378821.83       180266.00       559087.83
  1991          78            366579.83       171493.83       538073.67
  1991          79            340048.83       154473.50       494522.33
  1991          80            315021.46       135715.12       450736.59
  1991          81            298236.75       123697.01       421933.77
  1991          82            272748.15       109391.00       382139.15
  1991          83            241668.99        94546.94       336215.93
  1991          84            211225.45        80147.65       291373.09
  1991          85            178625.77        66797.84       245423.60
  1991          86            149345.70        55224.39       204570.09
  1991          87            124053.16        43474.21       167527.37
  1991          88            101942.35        33865.78       135808.12
  1991          89             82408.53        25988.10       108396.63
  1991          90             63011.90        18794.96        81806.86
  1991          91             47227.24        13288.03        60515.27
  1991          92             35315.96         9270.87        44586.82
  1991          93             25612.98         6133.86        31746.84
  1991          94             18057.55         4068.05        22125.60
  1991          95             12327.53         2629.64        14957.17
  1991          96              8065.53         1652.33         9717.86
  1991          97              5188.68         1082.33         6271.01
  1991          98              3198.49          691.50         3889.99
  1991          99              2045.83          456.33         2502.17
  1991         100              1176.67          237.67         1414.33
  1991         101               623.00          125.00          748.00
  1991         102               291.50           60.83          352.33
  1991         103               145.33           32.83          178.17
  1991         104                85.83           16.33          102.17
  1991         105                50.67            8.83           59.50
  1991         106                23.50            4.33           27.83
  1991         107                 9.83            3.67           13.50
  1991         108                 6.17            1.50            7.67
  1991         109                 4.33            0.50            4.83
  1991         110+                1.50            0.00            1.50
  1992           0            399140.15       420025.86       819166.01
  1992           1            430825.33       454059.85       884885.18
  1992           2            444968.63       467959.03       912927.66
  1992           3            446740.19       469930.77       916670.95
  1992           4            446854.28       471694.70       918548.98
  1992           5            438053.32       461647.83       899701.15
  1992           6            423635.40       445176.20       868811.60
  1992           7            417649.08       439256.00       856905.08
  1992           8            415625.41       437541.77       853167.18
  1992           9            426561.47       448957.38       875518.85
  1992          10            430251.48       451841.76       882093.24
  1992          11            433086.26       453558.70       886644.95
  1992          12            421283.57       441864.80       863148.37
  1992          13            404404.18       425711.12       830115.30
  1992          14            403966.53       426235.63       830202.15
  1992          15            398139.30       419682.98       817822.28
  1992          16            390416.51       412451.89       802868.40
  1992          17            391152.44       413349.02       804501.45
  1992          18            402843.08       423010.23       825853.31
  1992          19            429926.28       450052.26       879978.54
  1992          20            496314.96       520395.94      1016710.90
  1992          21            538037.76       564153.40      1102191.16
  1992          22            571864.46       603657.45      1175521.91
  1992          23            620254.54       657422.60      1277677.14
  1992          24            650124.84       691140.91      1341265.76
  1992          25            669471.68       714041.09      1383512.77
  1992          26            681791.13       732024.09      1413815.23
  1992          27            690769.31       744494.09      1435263.40
  1992          28            698217.26       751686.43      1449903.70
  1992          29            688045.99       738609.44      1426655.43
  1992          30            672845.29       718000.63      1390845.92
  1992          31            659966.53       701349.80      1361316.33
  1992          32            641597.25       683407.50      1325004.75
  1992          33            619482.99       660366.67      1279849.66
  1992          34            595890.82       635783.60      1231674.43
  1992          35            585930.36       623460.68      1209391.04
  1992          36            573854.33       607705.84      1181560.17
  1992          37            565791.90       593200.30      1158992.20
  1992          38            558590.04       579078.18      1137668.22
  1992          39            556202.37       573544.28      1129746.64
  1992          40            554606.43       571651.81      1126258.25
  1992          41            551435.98       569143.76      1120579.75
  1992          42            548728.83       569419.69      1118148.52
  1992          43            521711.90       545263.15      1066975.05
  1992          44            478549.63       500629.96       979179.59
  1992          45            463556.00       484030.78       947586.78
  1992          46            382720.75       397108.10       779828.85
  1992          47            439508.17       453372.00       892880.17
  1992          48            507488.00       525985.50      1033473.50
  1992          49            505378.17       525745.50      1031123.67
  1992          50            553452.67       573315.33      1126768.00
  1992          51            627450.00       646195.33      1273645.33
  1992          52            643066.83       659328.50      1302395.33
  1992          53            619845.17       632855.33      1252700.50
  1992          54            582700.33       592345.83      1175046.17
  1992          55            561674.00       566555.33      1128229.33
  1992          56            551640.83       551934.00      1103574.83
  1992          57            529189.83       526716.00      1055905.83
  1992          58            466122.00       460710.50       926832.50
  1992          59            421230.00       410829.17       832059.17
  1992          60            429542.83       412493.00       842035.83
  1992          61            451082.33       425907.17       876989.50
  1992          62            461804.83       428398.50       890203.33
  1992          63            459051.83       417926.33       876978.17
  1992          64            452529.50       390309.00       842838.50
  1992          65            451337.83       351534.17       802872.00
  1992          66            463496.00       327092.33       790588.33
  1992          67            461044.67       295277.17       756321.83
  1992          68            450411.83       267859.67       718271.50
  1992          69            456470.33       267554.00       724024.33
  1992          70            475712.83       273024.17       748737.00
  1992          71            482351.50       265671.83       748023.33
  1992          72            415837.33       223229.67       639067.00
  1992          73            289883.67       153418.67       443302.33
  1992          74            219773.33       114469.50       334242.83
  1992          75            221685.00       112665.00       334350.00
  1992          76            263860.33       128649.50       392509.83
  1992          77            332789.00       156550.50       489339.50
  1992          78            361864.33       166564.00       528428.33
  1992          79            347916.83       157070.17       504987.00
  1992          80            320596.07       139084.39       459680.46
  1992          81            294066.96       121727.62       415794.59
  1992          82            275659.09       109454.51       385113.60
  1992          83            249552.31        95692.67       345244.98
  1992          84            218507.32        81689.27       300196.59
  1992          85            188582.11        68198.65       256780.76
  1992          86            157267.60        55939.17       213206.77
  1992          87            129427.70        45380.22       174807.93
  1992          88            105724.83        35126.88       140851.71
  1992          89             85344.85        26875.11       112219.96
  1992          90             67681.03        20216.43        87897.46
  1992          91             50607.06        14278.13        64885.19
  1992          92             37200.08         9884.36        47084.44
  1992          93             27168.12         6713.20        33881.32
  1992          94             19232.15         4338.86        23571.00
  1992          95             13182.72         2801.22        15983.94
  1992          96              8789.03         1775.97        10565.00
  1992          97              5639.53         1109.00         6748.53
  1992          98              3519.51          709.00         4228.51
  1992          99              2123.33          451.00         2574.33
  1992         100              1241.33          234.33         1475.67
  1992         101               727.17          126.17          853.33
  1992         102               369.83           73.50          443.33
  1992         103               167.83           36.83          204.67
  1992         104                85.83           18.17          104.00
  1992         105                52.00            8.83           60.83
  1992         106                27.83            4.67           32.50
  1992         107                10.67            1.83           12.50
  1992         108                 5.17            1.33            6.50
  1992         109                 3.50            0.33            3.83
  1992         110+                2.17            0.00            2.17
  1993           0            392791.98       413594.35       806386.32
  1993           1            402794.44       423584.72       826379.16
  1993           2            434875.34       457927.84       892803.19
  1993           3            449141.57       472262.90       921404.47
  1993           4            451078.59       474251.70       925330.28
  1993           5            451178.28       476369.12       927547.39
  1993           6            442084.01       465799.71       907883.72
  1993           7            427439.19       448913.42       876352.60
  1993           8            421765.32       443433.79       865199.11
  1993           9            419694.39       441636.37       861330.76
  1993          10            430594.14       453079.75       883673.89
  1993          11            434150.45       455822.87       889973.31
  1993          12            436829.12       457335.12       894164.24
  1993          13            425003.59       445570.71       870574.30
  1993          14            408043.67       429458.19       837501.86
  1993          15            408196.91       430879.68       839076.59
  1993          16            402643.48       425256.69       827900.17
  1993          17            395014.33       418269.12       813283.45
  1993          18            398126.20       420530.90       818657.11
  1993          19            412237.15       431577.12       843814.26
  1993          20            439887.86       461129.10       901016.95
  1993          21            505524.00       531939.12      1037463.11
  1993          22            546565.49       578274.05      1124839.53
  1993          23            579774.59       617068.36      1196842.95
  1993          24            627497.04       670400.03      1297897.07
  1993          25            656492.65       702697.48      1359190.13
  1993          26            675330.08       724082.01      1399412.10
  1993          27            687439.92       741442.90      1428882.81
  1993          28            696011.32       753015.72      1449027.04
  1993          29            703351.05       758987.31      1462338.36
  1993          30            692984.01       745736.32      1438720.33
  1993          31            677487.28       723803.82      1401291.10
  1993          32            664569.85       707621.05      1372190.90
  1993          33            645890.04       688622.51      1334512.56
  1993          34            623570.57       665256.89      1288827.46
  1993          35            599665.56       639999.81      1239665.37
  1993          36            589399.38       627189.62      1216588.99
  1993          37            577086.12       611007.81      1188093.94
  1993          38            568865.95       596212.75      1165078.71
  1993          39            561254.96       581544.24      1142799.20
  1993          40            558622.44       575388.47      1134010.91
  1993          41            556523.85       573031.96      1129555.81
  1993          42            553255.35       570057.65      1123313.00
  1993          43            550196.83       569737.33      1119934.16
  1993          44            522811.43       545096.57      1067908.01
  1993          45            479360.66       500019.63       979380.29
  1993          46            464001.01       483003.24       947004.25
  1993          47            382843.44       395812.28       778655.72
  1993          48            439241.17       451524.00       890765.17
  1993          49            506929.33       523491.50      1030420.83
  1993          50            504797.67       522992.83      1027790.50
  1993          51            552905.17       570169.67      1123074.83
  1993          52            626678.33       642421.67      1269100.00
  1993          53            642281.83       655061.00      1297342.83
  1993          54            618894.33       628277.67      1247172.00
  1993          55            581804.00       587837.50      1169641.50
  1993          56            560458.00       561706.50      1122164.50
  1993          57            550116.17       546475.83      1096592.00
  1993          58            527402.50       520821.33      1048223.83
  1993          59            464165.83       454874.33       919040.17
  1993          60            419130.00       404626.33       823756.33
  1993          61            427121.17       405824.67       832945.83
  1993          62            448346.83       418437.50       866784.33
  1993          63            458753.17       420340.83       879094.00
  1993          64            455636.17       409248.33       864884.50
  1993          65            448748.00       381531.83       830279.83
  1993          66            446911.33       342945.00       789856.33
  1993          67            458376.33       318541.00       776917.33
  1993          68            455235.83       286725.50       741961.33
  1993          69            443872.83       259330.83       703203.67
  1993          70            448950.17       258248.50       707198.67
  1993          71            466557.83       262385.67       728943.50
  1993          72            471765.83       254175.33       725941.17
  1993          73            405514.67       212654.50       618169.17
  1993          74            281941.33       145398.33       427339.67
  1993          75            212918.50       107814.83       320733.33
  1993          76            213855.33       105530.33       319385.67
  1993          77            253508.50       119883.33       373391.83
  1993          78            318129.83       144849.33       462979.17
  1993          79            344048.50       152950.17       496998.67
  1993          80            328622.02       141886.45       470508.46
  1993          81            299932.57       125125.56       425058.13
  1993          82            272486.13       108221.62       380707.75
  1993          83            252973.25        96127.51       349100.77
  1993          84            226391.15        82901.50       309292.65
  1993          85            195800.82        69756.10       265556.93
  1993          86            166758.45        57344.98       224103.43
  1993          87            136757.10        46240.51       182997.60
  1993          88            110642.20        36812.89       147455.09
  1993          89             88977.83        27988.21       116966.04
  1993          90             70406.51        20929.78        91336.29
  1993          91             54465.53        15385.60        69851.13
  1993          92             39928.06        10629.29        50557.36
  1993          93             28704.24         7166.36        35870.61
  1993          94             20496.12         4733.87        25229.99
  1993          95             14109.65         2998.69        17108.34
  1993          96              9433.39         1886.72        11320.10
  1993          97              6136.53         1171.80         7308.33
  1993          98              3853.86          733.00         4586.86
  1993          99              2330.18          455.17         2785.34
  1993         100              1297.66          256.00         1553.66
  1993         101               768.17          128.83          897.00
  1993         102               429.33           74.33          503.67
  1993         103               220.50           46.67          267.17
  1993         104                99.33           19.17          118.50
  1993         105                48.50            8.33           56.83
  1993         106                29.00            4.17           33.17
  1993         107                14.50            2.33           16.83
  1993         108                 6.00            0.33            6.33
  1993         109                 2.83            0.00            2.83
  1993         110+                1.00            0.00            1.00
  1994           0            380188.33       401650.94       781839.27
  1994           1            394776.32       415511.41       810287.73
  1994           2            404780.65       425597.33       830377.97
  1994           3            437155.17       460333.89       897489.06
  1994           4            451662.83       474696.01       926358.83
  1994           5            453679.35       477129.89       930809.24
  1994           6            453691.48       478790.26       932481.74
  1994           7            444504.19       468311.64       912815.82
  1994           8            430369.47       451750.49       882119.95
  1994           9            424791.94       446398.54       871190.48
  1994          10            422639.53       444620.88       867260.41
  1994          11            433501.41       456034.60       889536.01
  1994          12            436895.78       458605.42       895501.20
  1994          13            439567.12       459928.07       899495.19
  1994          14            427777.30       448268.49       876045.79
  1994          15            411255.17       432984.07       844239.24
  1994          16            411777.74       435059.27       846837.02
  1994          17            406291.03       429168.15       835459.17
  1994          18            400446.82       422834.09       823280.90
  1994          19            405706.88       425197.49       830904.37
  1994          20            420189.84       437524.74       857714.59
  1994          21            446849.23       467125.57       913974.80
  1994          22            511827.31       538266.58      1050093.89
  1994          23            552229.63       584352.77      1136582.40
  1994          24            584411.22       621997.79      1206409.02
  1994          25            631144.41       674567.29      1305711.70
  1994          26            659905.85       705896.19      1365802.04
  1994          27            678574.76       726541.09      1405115.85
  1994          28            690560.44       744172.31      1434732.75
  1994          29            698936.09       754641.10      1453577.19
  1994          30            706215.26       760732.37      1466947.63
  1994          31            695760.21       747064.53      1442824.74
  1994          32            680290.65       725172.31      1405462.96
  1994          33            667236.69       709062.89      1376299.58
  1994          34            648631.92       689492.35      1338124.27
  1994          35            626343.85       666051.05      1292394.89
  1994          36            602192.39       640322.49      1242514.88
  1994          37            591625.22       627251.64      1218876.87
  1994          38            579284.78       611036.26      1190321.03
  1994          39            570958.38       596113.67      1167072.05
  1994          40            563082.28       581049.71      1144131.99
  1994          41            559937.98       574724.20      1134662.18
  1994          42            557673.58       572077.02      1129750.59
  1994          43            554238.49       568834.40      1123072.90
  1994          44            550740.25       568109.64      1118849.89
  1994          45            523228.04       543276.01      1066504.05
  1994          46            479454.78       497922.62       977377.40
  1994          47            463789.87       480511.50       944301.37
  1994          48            382423.17       393492.10       775915.27
  1994          49            438416.33       448494.83       886911.17
  1994          50            505809.00       519844.17      1025653.17
  1994          51            503584.83       519181.33      1022766.17
  1994          52            551743.33       566144.50      1117887.83
  1994          53            625479.50       637690.83      1263170.33
  1994          54            640869.67       649833.67      1290703.33
  1994          55            617624.83       623120.50      1240745.33
  1994          56            580508.00       582669.83      1163177.83
  1994          57            558965.00       556111.50      1115076.50
  1994          58            548281.83       540458.83      1088740.67
  1994          59            525148.17       514395.83      1039544.00
  1994          60            461635.33       447975.84       909611.17
  1994          61            416608.67       397943.67       814552.33
  1994          62            424381.83       398676.17       823058.00
  1994          63            445232.50       410321.17       855553.67
  1994          64            455272.83       411525.67       866798.50
  1994          65            451788.50       399875.67       851664.17
  1994          66            444437.17       372073.84       816511.00
  1994          67            442042.00       333870.50       775912.50
  1994          68            452695.83       309492.17       762188.00
  1994          69            448662.83       277748.00       726410.84
  1994          70            436684.67       250413.17       687097.83
  1994          71            440562.17       248415.00       688977.16
  1994          72            456550.00       251228.83       707778.83
  1994          73            460115.33       242383.50       702498.83
  1994          74            394405.17       201789.83       596195.00
  1994          75            273352.67       137147.33       410500.00
  1994          76            205528.50       101136.67       306665.17
  1994          77            205541.33        98475.83       304017.17
  1994          78            242436.83       111067.17       353504.00
  1994          79            302600.00       133135.00       435735.00
  1994          80            325262.36       138213.83       463476.18
  1994          81            307829.18       127849.58       435678.77
  1994          82            278321.74       111490.53       389812.26
  1994          83            250333.63        95253.43       345587.06
  1994          84            230005.92        83440.98       313446.90
  1994          85            203069.81        70914.30       273984.12
  1994          86            173327.32        58608.91       231936.23
  1994          87            145414.95        47406.29       192821.24
  1994          88            117228.43        37608.82       154837.25
  1994          89             93149.37        29352.04       122501.41
  1994          90             73459.33        21793.53        95252.86
  1994          91             56749.35        15927.10        72676.45
  1994          92             43027.20        11461.25        54488.45
  1994          93             30891.40         7719.62        38611.01
  1994          94             21631.74         5027.36        26659.10
  1994          95             15063.79         3256.87        18320.66
  1994          96             10116.15         2021.52        12137.67
  1994          97              6504.89         1222.22         7727.10
  1994          98              4163.20          763.47         4926.67
  1994          99              2552.53          473.33         3025.86
  1994         100              1450.68          245.83         1696.51
  1994         101               796.16          144.17          940.33
  1994         102               450.17           65.67          515.83
  1994         103               258.67           42.00          300.67
  1994         104               124.33           25.17          149.50
  1994         105                47.00            8.67           55.67
  1994         106                24.67            4.50           29.17
  1994         107                12.67            2.50           15.17
  1994         108                 7.50            0.83            8.33
  1994         109                 4.00            0.00            4.00
  1994         110+                1.50            0.00            1.50
  1995           0            371530.48       392200.19       763730.66
  1995           1            382090.19       403556.80       785646.99
  1995           2            396501.86       417125.74       813627.59
  1995           3            406665.36       427398.91       834064.28
  1995           4            439194.30       462363.37       901557.67
  1995           5            453869.55       476961.96       930831.51
  1995           6            455522.37       479096.11       934618.48
  1995           7            455799.67       480945.26       936744.93
  1995           8            447275.70       471034.35       918310.05
  1995           9            433070.32       454458.31       887528.63
  1995          10            427558.41       449182.09       876740.50
  1995          11            425357.97       447441.11       872799.09
  1995          12            436117.88       458720.02       894837.90
  1995          13            439555.92       461315.93       900871.86
  1995          14            442314.26       462869.74       905184.00
  1995          15            430846.05       451776.42       882622.47
  1995          16            414643.43       436904.62       851548.05
  1995          17            415311.08       438745.20       854056.28
  1995          18            411394.84       433171.88       844566.72
  1995          19            407686.84       427125.36       834812.20
  1995          20            413624.64       430925.31       844549.95
  1995          21            427221.76       443244.30       870466.07
  1995          22            452927.43       472476.53       925403.96
  1995          23            517403.68       543467.38      1060871.05
  1995          24            556682.85       588530.79      1145213.64
  1995          25            587720.69       625375.87      1213096.56
  1995          26            634136.94       676852.50      1310989.43
  1995          27            662472.00       707337.26      1369809.27
  1995          28            681013.49       727924.39      1408937.88
  1995          29            692759.57       744845.22      1437604.79
  1995          30            700992.97       755512.19      1456505.16
  1995          31            708243.85       761235.39      1469479.25
  1995          32            697997.48       747734.24      1445731.72
  1995          33            682503.95       725986.22      1408490.18
  1995          34            669411.26       709681.86      1379093.12
  1995          35            650833.19       690105.49      1340938.67
  1995          36            628492.85       666635.79      1295128.65
  1995          37            604173.11       640766.34      1244939.44
  1995          38            593531.05       627498.53      1221029.58
  1995          39            580961.23       611382.62      1192343.85
  1995          40            572584.42       596147.09      1168731.51
  1995          41            564287.06       580905.86      1145192.92
  1995          42            560786.09       574292.74      1135078.83
  1995          43            558574.48       571479.16      1130053.64
  1995          44            554791.61       567985.07      1122776.67
  1995          45            551051.83       566832.46      1117884.28
  1995          46            523316.54       541867.08      1065183.62
  1995          47            479258.46       496059.38       975317.83
  1995          48            463351.85       478235.03       941586.88
  1995          49            381795.53       391150.67       772946.21
  1995          50            437420.83       445543.33       882964.17
  1995          51            504283.00       516165.50      1020448.50
  1995          52            502236.67       515313.67      1017550.33
  1995          53            550332.67       561847.00      1112179.67
  1995          54            623910.67       632640.67      1256551.33
  1995          55            639293.67       644393.17      1283686.83
  1995          56            616021.17       617578.17      1233599.33
  1995          57            578919.83       577070.83      1155990.67
  1995          58            557124.33       550217.17      1107341.50
  1995          59            546029.33       533983.83      1080013.17
  1995          60            522285.00       506906.67      1029191.67
  1995          61            458728.00       440637.33       899365.33
  1995          62            413750.83       390900.17       804651.00
  1995          63            421285.83       390934.00       812219.83
  1995          64            441780.50       401650.67       843431.17
  1995          65            451350.50       401989.83       853340.33
  1995          66            447381.17       390026.50       837407.67
  1995          67            439569.17       362190.50       801759.67
  1995          68            436623.50       324362.00       760985.50
  1995          69            446296.33       299925.67       746222.00
